p_num,p_na,p_ty,p_rad,p_ad,p_lat,p_lon,p_ce_na,p_pho,p_ce_ad
47210-00052,하망제2소공원,소공원,nan,경상북도 영주시 하망동 200-2,36.82979793,128.6309901,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00053,댐소공2,소공원,nan,경상북도 영주시 평은면 금광리 375,36.73542679,128.6792587,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00054,댐소공3,소공원,nan,경상북도 영주시 평은면 금광리 599,36.73101085,128.6774812,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00055,평은수변공원1,수변공원,nan,경상북도 영주시 평은면 금광리 584,36.73302669,128.6779428,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00056,평은수변공원2,수변공원,nan,경상북도 영주시 평은면 금광리 산59,36.72292826,128.6699837,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00057,용혈공원,근린공원,nan,경상북도 영주시 평은면 용혈리 897-1,36.72611271,128.6538605,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00058,영주댐하류공원,문화공원,nan,경상북도 영주시 평은면 용혈리 1037,36.71718718,128.6595927,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00059,문화공원,문화공원,nan,경상북도 영주시 풍기읍 성내리 21,36.87088619,128.5248413,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00060,곱작골소공원,소공원,nan,경상북도 영주시 하망동 406-6,36.821172,128.632502,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00061,상망제1공원,어린이공원,nan,경상북도 영주시 상망동 579-7,36.82646744,128.6389561,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00062,풍기인산팝업공원,문화공원,nan,경상북도 영주시 봉현면 오현리 736-1,36.86787944,128.5189068,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00063,휴천공원 3-1,근린공원,nan,경상북도 영주시 조암동 산 155-5,36.802701,128.628165,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00025,향교골소공원2,소공원,nan,경상북도 영주시 하망동 156-12,36.82890301,128.6280995,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00026,OCI머티리얼즈산업단지공원,소공원,nan,경상북도 영주시 상줄동 680,36.83087206,128.5873917,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00027,봉서루공원,역사공원,nan,경상북도 영주시 순흥면 지동리 549,36.89964297,128.5785363,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00028,사과테마공원,문화공원,nan,경상북도 영주시 부석면 임곡리 120,36.99445406,128.6637082,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00029,천부산공원,문화공원,nan,경상북도 영주시 봉현면 유전리 226,36.80834676,128.5068328,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00030,죽령테마공원,문화공원,nan,경상북도 영주시 풍기읍 수철리 218-1,36.89502863,128.4661375,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00031,공원(반구농공단지),소공원,nan,경상북도 영주시 장수면 반구리 565-6,36.77909116,128.5923234,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00032,가흥일반산업단지공원,소공원,nan,경상북도 영주시 상줄동 712,36.82504102,128.5881739,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00033,공원1(갈산일반산업단지),근린공원,nan,경상북도 영주시 장수면 갈산리 1072,36.78687076,128.5713918,경상북도 영주시청,054-639-6433,경상북도 영주시
41390-00080,해미공원,수변공원,nan,경기도 시흥시 정왕동 2598-3,37.32715586,126.6995232,경기도 시흥시청,031-310-3865,경기도 시흥시
41390-00081,물비늘,수변공원,nan,경기도 시흥시 정왕동 2609-6,37.32097243,126.7095464,경기도 시흥시청,031-310-3865,경기도 시흥시
41390-00082,제1호공원,근린공원,nan,경기도 시흥시 능곡동 489,37.37608302,126.812551,경기도 시흥시청,031-310-3865,경기도 시흥시
41390-00083,영모재공원,근린공원,경기도 시흥시 능골길 26,경기도 시흥시 능곡동 617,37.36967888,126.8172387,경기도 시흥시청,031-310-3871,경기도 시흥시
41390-00084,승지공원,근린공원,경기도 시흥시 능곡중앙로 85,경기도 시흥시 능곡동 552,37.371378,126.813132,경기도 시흥시청,031-310-3871,경기도 시흥시
41390-00085,중앙공원,근린공원,nan,경기도 시흥시 능곡동 766,37.368046,126.8137034,경기도 시흥시청,031-310-3871,경기도 시흥시
41390-00086,능골공원,근린공원,nan,경기도 시흥시 능곡동 781,37.36553942,126.8082886,경기도 시흥시청,031-310-3871,경기도 시흥시
41390-00087,목실공원,어린이공원,nan,경기도 시흥시 능곡동 495,37.3737267,126.813248,경기도 시흥시청,031-310-3871,경기도 시흥시
41390-00088,실개울공원,어린이공원,nan,경기도 시흥시 능곡동 777,37.36560354,126.8104717,경기도 시흥시청,031-310-3871,경기도 시흥시
41390-00089,가래울공원,어린이공원,nan,경기도 시흥시 능곡동 793,37.36511658,126.8138104,경기도 시흥시청,031-310-3871,경기도 시흥시
41390-00090,산들공원,근린공원,nan,경기도 시흥시 거모동 1352,37.34710847,126.7807902,경기도 시흥시청,031-310-3871,경기도 시흥시
41390-00091,솔숲공원,근린공원,nan,경기도 시흥시 미산동 산12-6,37.41892174,126.7916299,경기도 시흥시청,031-310-3894,경기도 시흥시
41390-00092,해가든공원,어린이공원,nan,경기도 시흥시 미산동 350-16,37.420317,126.7954977,경기도 시흥시청,031-310-3894,경기도 시흥시
11230-00009,이삭,어린이공원,nan,서울특별시 동대문구 전농동 675,37.5787496869,127.0495026005,서울특별시 동대문구청,02-2127-4776,서울특별시 동대문구
11230-00010,쉼터,어린이공원,nan,서울특별시 동대문구 답십리동 952-5,37.5648469701,127.0593170789,서울특별시 동대문구청,02-2127-4776,서울특별시 동대문구
11230-00011,장안,근린공원,nan,서울특별시 동대문구 장안동 300,37.5771652926,127.0709026361,서울특별시 동대문구청,02-2127-4775,서울특별시 동대문구
11230-00012,장평,근린공원,nan,서울특별시 동대문구 장안동 356,37.5674881309,127.0737397772,서울특별시 동대문구청,02-2127-4775,서울특별시 동대문구
11230-00013,미나리,어린이공원,nan,서울특별시 동대문구 장안동 449,37.5638584042,127.067902,서울특별시 동대문구청,02-2127-4776,서울특별시 동대문구
11230-00014,장미,어린이공원,nan,서울특별시 동대문구 장안동 386,37.5716161977,127.0691871981,서울특별시 동대문구청,02-2127-4776,서울특별시 동대문구
46130-00042,원앙공원,어린이공원,nan,전라남도 여수시 문수동 310-2,34.756925,127.7021582,전라남도 여수시청,061-659-4627,전라남도 여수시
46130-00043,흥화뒤뜰공원,어린이공원,nan,전라남도 여수시 문수동 675-2,34.751775,127.697391,전라남도 여수시청,061-659-4627,전라남도 여수시
46130-00044,흥화공원,어린이공원,nan,전라남도 여수시 문수동 675-3,34.750929,127.6983648,전라남도 여수시청,061-659-4627,전라남도 여수시
46130-00045,현대공원,어린이공원,nan,전라남도 여수시 여서동 489-2,34.748136,127.695341,전라남도 여수시청,061-659-4627,전라남도 여수시
46130-00046,대치공원,어린이공원,nan,전라남도 여수시 여서동 489-3,34.746547,127.6992099714,전라남도 여수시청,061-659-4627,전라남도 여수시
46130-00047,여서공원,어린이공원,nan,전라남도 여수시 여서동 496-2,34.747647,127.7035615,전라남도 여수시청,061-659-4627,전라남도 여수시
46130-00048,거북선공원,근린공원,nan,전라남도 여수시 학동 162,34.7616301,127.6677149,전라남도 여수시청,061-659-4627,전라남도 여수시
46130-00050,강남정공원,근린공원,전라남도 여수시 돌산읍 강남해안로 129,전라남도 여수시 돌산읍 우두리 1117-2,34.716008,127.749932,전라남도 여수시청,061-659-4627,전라남도 여수시
46130-00051,백초공원,어린이공원,nan,전라남도 여수시 돌산읍 우두리 1004-1,34.72505735,127.7468144,전라남도 여수시청,061-659-4627,전라남도 여수시
46130-00052,진두공원,어린이공원,nan,전라남도 여수시 돌산읍 우두리 1017,34.722828,127.749277,전라남도 여수시청,061-659-4627,전라남도 여수시
46130-00053,상포공원,어린이공원,nan,전라남도 여수시 돌산읍 우두리 1077,34.720356,127.754561,전라남도 여수시청,061-659-4627,전라남도 여수시
46130-00054,동백공원,어린이공원,nan,전라남도 여수시 돌산읍 우두리 1107,34.71726771,127.754061,전라남도 여수시청,061-659-4627,전라남도 여수시
11140-00033,손기정체육공원,체육공원,nan,서울특별시 중구 만리동2가 6-1,37.55592073,126.9645377,서울특별시 중구청,02-3396-5854,서울특별시 중구
11140-00034,서소문역사공원,역사공원,nan,서울특별시 중구 의주로2가 16-2,37.56056785,126.9688672,서울특별시 중구청,02-3396-5854,서울특별시 중구
11140-00035,한빛미디어파크,역사공원,nan,서울특별시 중구 삼각동 118,37.56800871,126.9851012,서울특별시 중구청,02-3396-5854,서울특별시 중구
11140-00036,정동역사공원,역사공원,nan,서울특별시 중구 정동 15-1,37.56773915,126.9713585,서울특별시 중구청,02-3396-5854,서울특별시 중구
11140-00037,순화문화공원,문화공원,nan,서울특별시 중구 순화동 216-2,37.56013992,126.9715294,서울특별시 중구청,02-3396-5854,서울특별시 중구
11140-00038,명동문화공원,문화공원,nan,서울특별시 중구 저동1가 91-2,37.56472834,126.9869241,서울특별시 중구청,02-3396-5854,서울특별시 중구
11140-00039,남대문로5가문화공원,문화공원,nan,서울특별시 중구 남대문로5가 831-1,37.56472834,126.9869241,서울특별시 중구청,02-3396-5854,서울특별시 중구
11230-00001,청량,근린공원,nan,서울특별시 동대문구 청량리동 산1-1,37.5957317516,127.0448296044,서울특별시 동대문구청,02-2127-4772,서울특별시 동대문구
11230-00002,우산각,어린이공원,nan,서울특별시 동대문구 신설동 109-4,37.5738565548,127.0241852123,서울특별시 동대문구청,02-2127-4776,서울특별시 동대문구
11230-00003,느티나무,어린이공원,nan,서울특별시 동대문구 용두동 138-61,37.5789855529,127.032565,서울특별시 동대문구청,02-2127-4776,서울특별시 동대문구
11230-00004,안골,어린이공원,nan,서울특별시 동대문구 장안동 402,37.5652643611,127.0643819023,서울특별시 동대문구청,02-2127-4776,서울특별시 동대문구
11230-00005,마로니에,어린이공원,nan,서울특별시 동대문구 장안동 325,37.5749393,127.0737197757,서울특별시 동대문구청,02-2127-4776,서울특별시 동대문구
11230-00006,늘푸른,어린이공원,nan,서울특별시 동대문구 장안동 303,37.5761895896,127.0715753563,서울특별시 동대문구청,02-2127-4776,서울특별시 동대문구
11230-00007,늘봄,어린이공원,nan,서울특별시 동대문구 장안동 343,37.5713223988,127.0725892839,서울특별시 동대문구청,02-2127-4776,서울특별시 동대문구
11230-00008,한내,어린이공원,nan,서울특별시 동대문구 장안동 348,37.5678945563,127.0711622919,서울특별시 동대문구청,02-2127-4776,서울특별시 동대문구
41220-00068,마을마당 문화공원(소사2지구),문화공원,nan,경기도 평택시 소사동 산6,36.990495,127.131715,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00069,신흥 문화공원(신흥지구),문화공원,nan,경기도 평택시 용이동 752,37.00097,127.145431,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00071,고잔 소공원,소공원,nan,경기도 평택시 신대동 368-18,36.996702,127.068161,경기도 평택시청,031-8024-4248,경기도 평택시
41370-00015,원동어린이1공원,어린이공원,nan,경기도 오산시 원동 806-1,37.134801585,127.0724202102,오산시 환경사업소 공원녹지과,031-0836-6475,경기도 오산시
41370-00016,원동어린이2공원,어린이공원,nan,경기도 오산시 원동 807-3,37.131757,127.0707987988,오산시 환경사업소 공원녹지과,031-0836-6475,경기도 오산시
41370-00024,운암제1근린공원,근린공원,nan,경기도 오산시 오산동 920-1,37.156014,127.076412,오산시 환경사업소 공원녹지과,031-0836-6475,경기도 오산시
41370-00025,운암제2근린공원,근린공원,nan,경기도 오산시 원동 814-1,37.1482103696,127.0771323113,오산시 환경사업소 공원녹지과,031-0836-6475,경기도 오산시
41370-00026,운암제1어린이 공원,어린이공원,nan,경기도 오산시 오산동 914,37.157136,127.0769902375,오산시 환경사업소 공원녹지과,031-0836-6475,경기도 오산시
41370-00027,운암제2어린이 공원,어린이공원,nan,경기도 오산시 부산동 778-3,37.1585336634,127.079407,오산시 환경사업소 공원녹지과,031-0836-6475,경기도 오산시
41370-00028,운암제3어린이 공원,어린이공원,nan,경기도 오산시 부산동 779-2,37.153553,127.077639,오산시 환경사업소 공원녹지과,031-0836-6475,경기도 오산시
41370-00029,운암제4어린이 공원,어린이공원,nan,경기도 오산시 오산동 922-3,37.1517487108,127.0751324683,오산시 환경사업소 공원녹지과,031-0836-6475,경기도 오산시
41370-00030,운암제5어린이 공원,어린이공원,nan,경기도 오산시 오산동 923-3,37.150961,127.076871,오산시 환경사업소 공원녹지과,031-0836-6475,경기도 오산시
41370-00031,운암제6어린이 공원,어린이공원,nan,경기도 오산시 원동 815-3,37.144826,127.076892,오산시 환경사업소 공원녹지과,031-0836-6475,경기도 오산시
41370-00033,갈곶근린공원,근린공원,nan,경기도 오산시 갈곶동 290-6,37.1294939155,127.075123685,오산시 환경사업소 공원녹지과,031-0836-6475,경기도 오산시
41370-00036,궐동제7어린이공원,어린이공원,nan,경기도 오산시 궐동 706,37.155445,127.0548475481,오산시 환경사업소 공원녹지과,031-0836-6475,경기도 오산시
41370-00037,수청제2어린이공원,어린이공원,nan,경기도 오산시 내삼미동 851,37.175985,127.057072,오산시 환경사업소 공원녹지과,031-0836-6475,경기도 오산시
41630-00101,회천 제5호 근린공원,근린공원,경기도 양주시 회천중앙로 174,nan,37.813966958,127.050151112,경기도 양주시청 공원사업과,031-8082-7317,경기도 양주시
41630-00102,회천 제6호 어린이공원,어린이공원,nan,경기도 양주시 덕계동 995,37.811107,127.057175,경기도 양주시청 공원사업과,031-8082-7317,경기도 양주시
41630-00103,회천 제7호 수변공원,수변공원,nan,경기도 양주시 덕계동 938,37.816801101,127.053824217,경기도 양주시청 공원사업과,031-8082-7317,경기도 양주시
41630-00104,회천 제7호 어린이공원,어린이공원,nan,경기도 양주시 덕계동 881-8,37.817724,127.050887,경기도 양주시청 공원사업과,031-8082-7317,경기도 양주시
28110-00001,자유공원,근린공원,인천광역시 중구 자유공원남로 25,인천광역시 중구 송학동 1가 11-1,37.47457949,126.6226894,인천광역시 중구청,032-760-7584,인천광역시 중구
28110-00002,율목공원,어린이공원,인천광역시 중구 율목로45,인천광역시 중구 율목동 244-1,37.47040288,126.6328233,인천광역시 중구청,032-760-7584,인천광역시 중구
28110-00005,도원공원,어린이공원,nan,인천광역시 중구 도원동 30-49,37.46710636,126.6381621,인천광역시 중구청,032-760-7584,인천광역시 중구
28110-00006,앵두공원,어린이공원,nan,인천광역시 중구 운서동 2652,37.50302273,126.4896082,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00007,초롱공원,어린이공원,nan,인천광역시 중구 운서동 2725-2,37.4994107,126.4893832,인천광역시 중구청,032-760-7778,인천광역시 중구
47210-00013,1토지제1공원,어린이공원,nan,경상북도 영주시 휴천동 494-14,36.8076775,128.6205034,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00014,동구산공원,소공원,nan,경상북도 영주시 부석면 소천리 423-2,36.97657875,128.6546958,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00015,가흥안뜰공원,근린공원,nan,경상북도 영주시 가흥동 1909,36.81221745,128.6062345,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00016,가흥제3공원,어린이공원,nan,경상북도 영주시 가흥동 1679,36.8178454,128.6072972,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00017,가흥제1공원,어린이공원,nan,경상북도 영주시 가흥동 1590,36.820089,128.605875,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00018,가흥제2공원,어린이공원,nan,경상북도 영주시 가흥동 1514,36.8218528,128.6099954,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00019,가흥제4공원,어린이공원,nan,경상북도 영주시 가흥동 1774,36.81549952,128.6098832,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00020,가흥제7공원,어린이공원,nan,경상북도 영주시 가흥동 1486,36.82573284,128.6104868,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00021,광복공원,근린공원,nan,경상북도 영주시 풍기읍 산법리 376-1,36.87844199,128.5387939,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00022,관사골공원,어린이공원,nan,경상북도 영주시 영주동 150-11,36.8301043,128.6175813,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00023,신사골소공원,소공원,nan,경상북도 영주시 영주동 12-1,36.8289351,128.6268561,경상북도 영주시청,054-639-6433,경상북도 영주시
47210-00024,향교골소공원1,소공원,nan,경상북도 영주시 하망동 182,36.82874594,128.6294963,경상북도 영주시청,054-639-6433,경상북도 영주시
11740-00073,능골공원,근린공원,nan,서울특별시 강동구 강일동 산19,37.556768,127.174727,서울특별시 강동구청,02-3425-6440,서울특별시 강동구
41220-00058,석근1리 마을쉼터,기타,nan,경기도 평택시 팽성읍 석근리 8-9,36.939908,127.054346,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00059,석봉리 마을쉼터,기타,nan,경기도 평택시 팽성읍 석봉리 123-5,36.983403,127.043641,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00060,신대1리 마을쉼터,기타,nan,경기도 평택시 팽성읍 신대리 225-2,36.947249,127.000419,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00061,신대2리 마을쉼터,기타,nan,경기도 평택시 팽성읍 신대리 211-53,36.946419,126.999132,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00062,안정4리 마을쉼터,기타,nan,경기도 평택시 팽성읍 안정리 100-8,36.96173,127.040502,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00063,유천동 마을쉼터,기타,nan,경기도 평택시 유천동 788,36.973241,127.102948,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00064,자란쌈지 마을쉼터,기타,nan,경기도 평택시 비전동 600-25,36.99745,127.09446,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00065,평궁리 마을쉼터,기타,nan,경기도 평택시 팽성읍 평궁리 474-12,36.971743,127.088742,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00066,함정리 마을쉼터,기타,nan,경기도 평택시 팽성읍 함정리 155-11,36.953171,127.01421,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00467,율북 묘지공원,묘지공원,nan,경기도 평택시 청북면 율북리 산41,37.071975,126.969708,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00067,내리 문화공원,문화공원,경기도 평택시 팽성읍 내리길 64-23,경기도 평택시 팽성읍 내리 산3-3,36.975255,127.032559,경기도 평택시청,031-8024-4248,경기도 평택시
11470-00093,목련,어린이공원,nan,서울특별시 양천구 신정7동 325-2,37.511439,126.858322,서울특별시 양천구청 공원녹지과,02-2620-3581,서울특별시 양천구
11470-00094,호돌이,어린이공원,nan,서울특별시 양천구 신정7동 326-2,37.512426,126.861336,서울특별시 양천구청 공원녹지과,02-2620-3581,서울특별시 양천구
11470-00095,세양,어린이공원,nan,서울특별시 양천구 신정7동 1306-2,37.506814,126.864025,서울특별시 양천구청 공원녹지과,02-2620-3581,서울특별시 양천구
11470-00096,신정7동소공원,소공원,nan,서울특별시 양천구 신정7동 171-61,37.5092629,126.8688037,서울특별시 양천구청 공원녹지과,02-2620-4569,서울특별시 양천구
31710-00001,소공원1,소공원,울산광역시 울주군 언양읍 구교동길 34,울산광역시 울주군 언양읍 서부리 402,35.56934857,129.1175271,울산광역시 울주군청,052-204-1752,울산광역시 울주군
31710-00002,동부소공원2,소공원,울산광역시 울주군 언양읍 북문12길 46,울산광역시 울주군 언양읍 동부리 497,35.57369418,129.1251875,울산광역시 울주군청,052-204-1752,울산광역시 울주군
31710-00003,망향소공원4,소공원,울산광역시 울주군 두동면 인보구미로 126,울산광역시 울주군 두동면 삼정리 산141-2,35.65070806,129.1782409,울산광역시 울주군청,052-204-1752,울산광역시 울주군
31710-00004,소공원20,소공원,울산광역시 울주군 범서읍 장검길 142,울산광역시 울주군 범서읍 굴화리 741,35.54794361,129.2494588,울산광역시 울주군청,052-204-1752,울산광역시 울주군
31710-00005,도호소공원21,소공원,nan,울산광역시 울주군 삼남읍 신화리 1604-1,35.549587,129.140781,울산광역시 울주군청,052-204-1752,울산광역시 울주군
31710-00006,대안2지구소공원26,소공원,울산광역시 울주군 온양읍 대안3길 33,울산광역시 울주군 온양읍 대안리 506,35.41187831,129.2839138,울산광역시 울주군청,052-204-1752,울산광역시 울주군
31710-00007,느티공원42,소공원,울산광역시 울주군 범서읍 장검1길 53,울산광역시 울주군 범서읍 굴화리 755-6,35.5515156,129.2531617,울산광역시 울주군청,052-204-1752,울산광역시 울주군
31710-00008,바램공원43,소공원,울산광역시 울주군 범서읍 장검1길 38,울산광역시 울주군 범서읍 굴화리 748-8,35.5528405,129.253972,울산광역시 울주군청,052-204-1752,울산광역시 울주군
31710-00009,서부2지구소공원54,소공원,울산광역시 울주군 언양읍 헌양길 199,울산광역시 울주군 언양읍 서부리 291-33,35.56805064,129.115403,울산광역시 울주군청,052-204-1752,울산광역시 울주군
31710-00010,열박공원57,소공원,울산광역시 울주군 두서면 활천산업로 96-28,울산광역시 울주군 두서면 활천리 815-4,35.69723763,129.1915221,울산광역시 울주군청,052-204-1752,울산광역시 울주군
31710-00011,소공원63,소공원,울산광역시 울주군 서생면 당물길 33-14,울산광역시 울주군 서생면 신암리 260-9,35.348399,129.329207,울산광역시 울주군청,052-204-1752,울산광역시 울주군
31710-00012,소공원68,소공원,울산광역시 울주군 두동면 남명리1길 34-48,울산광역시 울주군 두동면 봉계리 642,35.71193823,129.2066576,울산광역시 울주군청,052-204-1752,울산광역시 울주군
31710-00013,교동소공원74,소공원,nan,울산광역시 울주군 삼남읍 교동리1701-3,35.555591,129.128026,울산광역시 울주군청,052-204-1752,울산광역시 울주군
31710-00014,소공원76,소공원,울산광역시 울주군 온양읍 보곡3길 40,울산광역시 울주군 온양읍 대안리 20,35.41044164,129.2920345,울산광역시 울주군청,052-204-1752,울산광역시 울주군
31710-00015,공원84,소공원,울산광역시 울주군 두서면 활천산업로 197-4,울산광역시 울주군 두서면 활천리 산57,35.704936,129.193403,울산광역시 울주군청,052-204-1752,울산광역시 울주군
31710-00016,상천공원95,소공원,울산광역시 울주군 상북면 양등농공길 83,울산광역시 울주군 상북면 양등리 823-2,35.60762882,129.072699,울산광역시 울주군청,052-204-1752,울산광역시 울주군
31710-00017,반천소공원100,소공원,울산광역시 울주군 언양읍 반천반송산업로 137-38,울산광역시 울주군 언양읍 반천리 산161-3,35.560527,129.148777,울산광역시 울주군청,052-204-1752,울산광역시 울주군
31710-00018,마루공원27,어린이공원,울산광역시 울주군 범서읍 천상4길 28-4,울산광역시 울주군 범서읍 천상리 649-2,35.56167388,129.226291,울산광역시 울주군청,052-204-1752,울산광역시 울주군
31710-00019,한울공원28,어린이공원,울산광역시 울주군 범서읍 천상4길 28-6,울산광역시 울주군 범서읍 천상리 603-6,35.56297233,129.2240371,울산광역시 울주군청,052-204-1752,울산광역시 울주군
31710-00020,누리공원29,어린이공원,울산광역시 울주군 범서읍 천상2길 6-6,울산광역시 울주군 범서읍 천상리 609-7,35.56377169,129.2283578,울산광역시 울주군청,052-204-1752,울산광역시 울주군
31710-00021,비나리공원30,어린이공원,울산광역시 울주군 범서읍 천상1길 20-9,울산광역시 울주군 범서읍 천상리 354,35.56393547,129.2280477,울산광역시 울주군청,052-204-1752,울산광역시 울주군
44270-00058,공원:163(당진2지구),수변공원,nan,충청남도 당진시 우두동 475-1,36.90590386,126.6269159,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00059,공원:301(합덕:01 하운공원),문화공원,nan,충청남도 당진시 합덕읍 운산리 28-1,36.80105358,126.778304,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00060,공원:302(합덕:02 운산공원),근린공원,nan,충청남도 당진시 합덕읍 운산리 941-6,36.8058004,126.7652644,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00061,공원:303(합덕:03 교동(소들)공원),근린공원,nan,충청남도 당진시 우강면 창리 366-30,36.80671918,126.7789728,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00062,공원:304(합덕:04 서동공원),어린이공원,nan,충청남도 당진시 합덕읍 운산리 321-6,36.8100723,126.7683262,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00063,공원:305(합덕:05 중동공원),어린이공원,nan,충청남도 당진시 합덕읍 운산리 251-1,36.8057117,126.7711133,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00064,공원:306(합덕:06 중앙공원),어린이공원,nan,충청남도 당진시 합덕읍 운산리 295-20,36.80945017,126.7737065,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00067,공원:309(합덕10 우강송산지구),어린이공원,nan,충청남도 당진시 우강면 송산리 744,36.81172952,126.7732346,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00068,공원:310(합덕11 우강송산지구),어린이공원,nan,충청남도 당진시 우강면 송산리 720,36.81182634,126.7749100248,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00069,공원:311(합덕 도시지역),소공원,nan,충청남도 당진시 합덕읍 운산리 291-60,36.80834432,126.7776551,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00070,공원:401호,역사공원,nan,충청남도 당진시 면천면 성상리 779-4,36.81811065,126.6683249,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00071,공원:501(신평:01 신평공원),체육공원,nan,충청남도 당진시 신평면 금천리 산13-1,36.8856091,126.7821793,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00072,공원:502(신평:03 거산공원),근린공원,nan,충청남도 당진시 신평면 거산리 62-1,36.87852686,126.758081,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00073,공원:503(신평:05 정우공원),어린이공원,nan,충청남도 당진시 신평면 금천리 880-10,36.884801,126.7691922,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00074,공원:504(신평:06 공간공원),어린이공원,nan,충청남도 당진시 신평면 거산리 877,36.8824741,126.7591698,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00076,공원:601(송악:01 기지시공원),근린공원,nan,충청남도 당진시 송악읍 기지시리 153-46,36.90227998,126.6958419,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00077,공원:602(송악:제1호공원),어린이공원,nan,충청남도 당진시 송악읍 기지시리 502,36.90023918,126.6899896,충청남도 당진시청,041-350-4182,충청남도 당진시
41430-00023,푸른내공원,어린이공원,nan,경기도 의왕시 청계동 979,37.39015711,126.9991089,경기도 의왕시청,031-345-3535,경기도 의왕시
41430-00024,소담공원,어린이공원,nan,경기도 의왕시 청계동 981,37.39109419,126.9969422,경기도 의왕시청,031-345-3535,경기도 의왕시
41430-00025,청계양지공원,어린이공원,nan,경기도 의왕시 청계동 985-3,37.39122209,126.9942207,경기도 의왕시청,031-345-3535,경기도 의왕시
41430-00026,맑은내공원,어린이공원,nan,경기도 의왕시 청계동 970,37.39206769,127.0015269,경기도 의왕시청,031-345-3535,경기도 의왕시
41430-00027,초록공원,어린이공원,nan,경기도 의왕시 청계동 967,37.39331677,127.0001553,경기도 의왕시청,031-345-3535,경기도 의왕시
41430-00028,다람이공원,어린이공원,nan,경기도 의왕시 포일동 651,37.4018568,126.9893124,경기도 의왕시청,031-345-3535,경기도 의왕시
41430-00029,반디공원,어린이공원,nan,경기도 의왕시 포일동 645-1,37.40241118,126.985026,경기도 의왕시청,031-345-3535,경기도 의왕시
41430-00030,까치공원,어린이공원,nan,경기도 의왕시 포일동 648,37.40431696,126.9888882,경기도 의왕시청,031-345-3535,경기도 의왕시
41430-00031,두터비공원,어린이공원,nan,경기도 의왕시 포일동 644-2,37.40546191,126.9865048,경기도 의왕시청,031-345-3535,경기도 의왕시
